lepton pT,lepton eta,lepton phi,missing energy magnitude,missing energy phi,jet 1 pt,jet 1 eta,jet 1 phi,jet 1 b-tag,jet 2 pt,jet 2 eta,jet 2 phi,jet 2 b-tag,jet 3 pt,jet 3 eta,jet 3 phi,jet 3 b-tag,jet 4 pt,jet 4 eta,jet 4 phi,jet 4 b-tag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,class
6.831730008125305176e-01,1.001185774803161621e+00,9.370224475860595703e-01,2.590709626674652100e-01,7.348458282649517059e-03,1.289096713066101074e+00,4.168613553047180176e-01,-1.168567657470703125e+00,0.000000000000000000e+00,1.130613446235656738e+00,1.778216511011123657e-01,1.244937539100646973e+00,2.214872121810913086e+00,7.402439713478088379e-01,8.467041850090026855e-01,2.001650035381317139e-01,2.548224449157714844e+00,1.582633256912231445e+00,-5.343003869056701660e-01,4.076989293098449707e-01,0.000000000000000000e+00,8.128569722175598145e-01,1.024541020393371582e+00,9.938230514526367188e-01,6.990954279899597168e-01,8.693661093711853027e-01,9.078212976455688477e-01,8.061969280242919922e-01,1.000000000000000000e+00
4.361106753349304199e-01,1.955675125122070312e+00,-1.347446918487548828e+00,1.790309309959411621e+00,4.025120735168457031e-01,5.108934640884399414e-01,2.554538547992706299e-01,1.126990616321563721e-01,2.173076152801513672e+00,3.945815563201904297e-01,1.231762170791625977e+00,1.130847632884979248e-01,0.000000000000000000e+00,6.113379001617431641e-01,-9.209988117218017578e-01,-1.693251967430114746e+00,0.000000000000000000e+00,1.135737776756286621e+00,5.617129430174827576e-02,-8.115482926368713379e-01,0.000000000000000000e+00,9.422748088836669922e-01,8.764455914497375488e-01,1.224100947380065918e+00,1.169136166572570801e+00,9.353938102722167969e-01,9.425737857818603516e-01,9.546523690223693848e-01,0.000000000000000000e+00
6.399828195571899414e-01,5.697175264358520508e-01,-5.822932124137878418e-01,6.559399366378784180e-01,-3.274641036987304688e-01,7.392702102661132812e-01,-6.714013218879699707e-01,-1.250060796737670898e+00,0.000000000000000000e+00,6.715692877769470215e-01,-3.282640278339385986e-01,6.401730775833129883e-01,0.000000000000000000e+00,9.272806644439697266e-01,1.036035895347595215e+00,9.191019535064697266e-01,2.548224449157714844e+00,1.205352187156677246e+00,-5.467927455902099609e-01,-1.650729924440383911e-01,3.101961374282836914e+00,7.980785369873046875e-01,1.112187147140502930e+00,9.852439165115356445e-01,1.135494112968444824e+00,1.063814878463745117e+00,8.693419694900512695e-01,9.472419023513793945e-01,1.000000000000000000e+00
1.880418419837951660e+00,-4.120429754257202148e-01,-1.665937423706054688e+00,1.092471599578857422e+00,1.705610990524291992e+00,8.534128665924072266e-01,-1.576471447944641113e+00,-1.546430587768554688e-02,0.000000000000000000e+00,1.489060640335083008e+00,-1.281610429286956787e-01,1.014333367347717285e-01,2.214872121810913086e+00,7.469175457954406738e-01,-5.022843480110168457e-01,5.274588465690612793e-01,0.000000000000000000e+00,1.386447072029113770e+00,1.511131376028060913e-01,-1.218298912048339844e+00,3.101961374282836914e+00,1.031592726707458496e+00,1.118025064468383789e+00,9.752966761589050293e-01,8.230233788490295410e-01,1.220758080482482910e+00,1.118968725204467773e+00,1.127714872360229492e+00,1.000000000000000000e+00
8.546524643898010254e-01,4.109606444835662842e-01,-3.842049539089202881e-01,5.567102432250976562e-01,7.840019464492797852e-01,3.110065162181854248e-01,-5.515834689140319824e-01,1.587122231721878052e-01,0.000000000000000000e+00,7.726697325706481934e-01,-7.945234179496765137e-01,-1.575922727584838867e+00,2.214872121810913086e+00,8.500072956085205078e-01,8.903961181640625000e-01,3.593740463256835938e-01,0.000000000000000000e+00,5.907491445541381836e-01,5.383759737014770508e-01,-1.172241091728210449e+00,0.000000000000000000e+00,7.987056970596313477e-01,1.075685024261474609e+00,9.889605641365051270e-01,5.997574329376220703e-01,1.934927105903625488e-01,6.554730534553527832e-01,6.073229908943176270e-01,0.000000000000000000e+00
1.300828695297241211e+00,-3.779540657997131348e-01,4.087944924831390381e-01,3.429832756519317627e-01,-3.425169885158538818e-01,7.504463195800781250e-01,1.465285867452621460e-01,-7.067730426788330078e-01,1.086538076400756836e+00,1.258657336235046387e+00,-9.042885899543762207e-01,1.442456960678100586e+00,2.214872121810913086e+00,5.449530482292175293e-01,-2.318230390548706055e+00,-1.415884375572204590e+00,0.000000000000000000e+00,6.401607990264892578e-01,-1.794997788965702057e-02,1.276691198348999023e+00,0.000000000000000000e+00,1.142016530036926270e+00,9.004093408584594727e-01,9.863763451576232910e-01,9.681599736213684082e-01,1.561349511146545410e+00,9.858152270317077637e-01,8.972105383872985840e-01,0.000000000000000000e+00
1.347313046455383301e+00,1.022613048553466797e+00,-9.135454297065734863e-01,4.401325285434722900e-01,6.397836804389953613e-01,1.057055711746215820e+00,-4.723651111125946045e-01,-1.143066406250000000e+00,0.000000000000000000e+00,1.237379550933837891e+00,9.136939048767089844e-02,3.405649960041046143e-01,2.214872121810913086e+00,7.623721957206726074e-01,6.892312169075012207e-01,-7.468736171722412109e-01,0.000000000000000000e+00,1.491598963737487793e+00,-4.202035963535308838e-01,8.055708408355712891e-01,3.101961374282836914e+00,8.956624865531921387e-01,8.187122941017150879e-01,1.051336646080017090e+00,1.067477464675903320e+00,6.228110790252685547e-01,8.602046966552734375e-01,7.353693246841430664e-01,1.000000000000000000e+00
9.005877375602722168e-01,2.161669284105300903e-01,3.300041854381561279e-01,4.563295245170593262e-01,-9.657311439514160156e-01,6.865960359573364258e-01,9.367320537567138672e-01,8.489094972610473633e-01,0.000000000000000000e+00,1.273136258125305176e+00,-5.497372150421142578e-01,-1.608102798461914062e+00,2.214872121810913086e+00,3.489596247673034668e-01,8.994985818862915039e-01,-5.199846029281616211e-01,0.000000000000000000e+00,1.121376752853393555e+00,-2.070008665323257446e-01,-5.501819849014282227e-01,1.550980687141418457e+00,8.310402035713195801e-01,8.796122074127197266e-01,9.866932630538940430e-01,1.103691220283508301e+00,8.960790634155273438e-01,8.901803493499755859e-01,7.874107360839843750e-01,1.000000000000000000e+00
1.542766690254211426e+00,4.401797056198120117e-01,-4.518980383872985840e-01,1.040027260780334473e+00,1.986540853977203369e-01,7.487058043479919434e-01,-1.204144954681396484e+00,1.357825994491577148e+00,2.173076152801513672e+00,4.903941452503204346e-01,1.215248823165893555e+00,6.196444630622863770e-01,0.000000000000000000e+00,8.988299965858459473e-01,7.238206267356872559e-01,-1.264996290206909180e+00,0.000000000000000000e+00,1.379388332366943359e+00,-4.460211098194122314e-01,1.544158935546875000e+00,3.101961374282836914e+00,1.036742329597473145e+00,9.953237175941467285e-01,9.871993064880371094e-01,1.584100723266601562e+00,4.131452441215515137e-01,1.108876585960388184e+00,1.019969940185546875e+00,1.000000000000000000e+00
7.203238010406494141e-01,1.196953535079956055e+00,-4.147223234176635742e-01,7.676644325256347656e-01,-8.345055580139160156e-01,7.717908024787902832e-01,4.525096118450164795e-01,-1.236201524734497070e+00,0.000000000000000000e+00,8.838425278663635254e-01,1.527059793472290039e+00,5.830256342887878418e-01,2.214872121810913086e+00,9.606487154960632324e-01,2.292911149561405182e-02,7.260540127754211426e-01,1.274112224578857422e+00,7.630814313888549805e-01,2.327298223972320557e-01,1.247835755348205566e+00,0.000000000000000000e+00,9.258464574813842773e-01,9.094026684761047363e-01,9.772359728813171387e-01,1.031560897827148438e+00,8.446679711341857910e-01,8.245092630386352539e-01,7.857037782669067383e-01,0.000000000000000000e+00
1.161741733551025391e+00,1.101504564285278320e+00,1.426965117454528809e+00,6.306360363960266113e-01,-5.032056942582130432e-02,7.451330423355102539e-01,1.577410936355590820e+00,-2.959780991077423096e-01,0.000000000000000000e+00,7.603312134742736816e-01,-3.690617084503173828e-01,-9.473004341125488281e-01,2.214872121810913086e+00,5.900876522064208984e-01,-3.484523594379425049e-01,1.481603622436523438e+00,0.000000000000000000e+00,9.290850758552551270e-01,6.416460275650024414e-01,8.527384400367736816e-01,3.101961374282836914e+00,1.822699427604675293e+00,1.117752432823181152e+00,1.151773810386657715e+00,1.039286255836486816e+00,8.867244124412536621e-01,8.949839472770690918e-01,8.171991705894470215e-01,1.000000000000000000e+00
1.342737793922424316e+00,-2.155447006225585938e+00,-7.315509319305419922e-01,1.188962936401367188e+00,2.533904016017913818e-01,6.477546095848083496e-01,-1.616080522537231445e+00,8.123207688331604004e-01,0.000000000000000000e+00,1.009368300437927246e+00,-1.300608992576599121e+00,1.404173731803894043e+00,2.214872121810913086e+00,4.622353613376617432e-01,-1.172227501869201660e+00,-7.285673618316650391e-01,2.548224449157714844e+00,9.283548593521118164e-01,-5.318018794059753418e-01,-1.309859395027160645e+00,0.000000000000000000e+00,9.819870591163635254e-01,8.642300367355346680e-01,1.358232975006103516e+00,1.239381194114685059e+00,6.817840933799743652e-01,8.265289068222045898e-01,1.160160541534423828e+00,1.000000000000000000e+00
4.053651392459869385e-01,4.645289480686187744e-01,4.071299135684967041e-01,9.872255921363830566e-01,-1.294744133949279785e+00,8.721006512641906738e-01,4.733044505119323730e-01,1.733138084411621094e+00,0.000000000000000000e+00,1.416414380073547363e+00,-1.058194562792778015e-01,-4.790212810039520264e-01,0.000000000000000000e+00,1.745851755142211914e+00,-9.692420363426208496e-01,7.144045829772949219e-01,2.548224449157714844e+00,1.239915966987609863e+00,-4.859966039657592773e-01,1.400436639785766602e+00,3.101961374282836914e+00,8.861101865768432617e-01,1.017339587211608887e+00,9.824718832969665527e-01,9.835491776466369629e-01,7.064324617385864258e-01,9.402211308479309082e-01,8.025913834571838379e-01,1.000000000000000000e+00
9.106532335281372070e-01,1.411713212728500366e-01,-6.383342146873474121e-01,7.178794741630554199e-01,-1.325258255004882812e+00,1.576468586921691895e+00,-1.594524532556533813e-01,9.553495645523071289e-01,0.000000000000000000e+00,1.132501959800720215e+00,1.148223996162414551e+00,-9.495197534561157227e-01,1.107436060905456543e+00,2.062321424484252930e+00,8.794731497764587402e-01,8.597452640533447266e-01,0.000000000000000000e+00,1.436832427978515625e+00,-8.507732152938842773e-01,-5.562887787818908691e-01,0.000000000000000000e+00,1.177822113037109375e+00,8.288019299507141113e-01,9.866834282875061035e-01,1.079731464385986328e+00,9.366738200187683105e-01,8.420610427856445312e-01,9.168316721916198730e-01,1.000000000000000000e+00
6.802447438240051270e-01,9.115806221961975098e-01,-1.171001076698303223e+00,1.625341534614562988e+00,1.393059611320495605e+00,5.249093174934387207e-01,1.544733285903930664e+00,-9.141093492507934570e-01,0.000000000000000000e+00,9.943858385086059570e-01,1.089941501617431641e+00,3.294683992862701416e-01,2.214872121810913086e+00,5.238784551620483398e-01,1.212624073028564453e+00,1.464961528778076172e+00,0.000000000000000000e+00,1.165676832199096680e+00,9.406294822692871094e-01,-3.520789146423339844e-01,1.550980687141418457e+00,7.991651892662048340e-01,9.220690131187438965e-01,1.075666308403015137e+00,8.758301138877868652e-01,5.599911212921142578e-01,7.629101872444152832e-01,6.906896233558654785e-01,0.000000000000000000e+00
1.878771424293518066e+00,-5.045700073242187500e-01,-1.528331637382507324e+00,2.674254179000854492e-01,3.968532383441925049e-01,1.925583720207214355e+00,-2.131990671157836914e+00,3.582873642444610596e-01,0.000000000000000000e+00,1.978573441505432129e+00,-7.974374890327453613e-01,-1.688553094863891602e+00,2.214872121810913086e+00,1.056362390518188477e+00,-6.788725852966308594e-01,-3.546729385852813721e-01,0.000000000000000000e+00,1.158617973327636719e+00,-3.244289159774780273e-01,3.755140304565429688e-01,0.000000000000000000e+00,7.776453495025634766e-01,7.879367470741271973e-01,9.869020581245422363e-01,6.907707452774047852e-01,8.619393110275268555e-01,9.109265804290771484e-01,7.833789587020874023e-01,1.000000000000000000e+00
6.138125061988830566e-01,-5.362243950366973877e-02,7.594668865203857422e-01,2.123130798339843750e+00,1.538426637649536133e+00,1.324090600013732910e+00,-9.318317770957946777e-01,-6.618686318397521973e-01,2.173076152801513672e+00,4.445652663707733154e-01,-7.585825920104980469e-01,8.066220283508300781e-01,0.000000000000000000e+00,5.628663897514343262e-01,-1.275995731353759766e+00,-2.964257001876831055e-01,0.000000000000000000e+00,5.608100891113281250e-01,2.785350978374481201e-01,1.870556361973285675e-02,3.101961374282836914e+00,6.871723532676696777e-01,8.955842852592468262e-01,1.021567225456237793e+00,7.168667912483215332e-01,8.136174678802490234e-01,1.060665130615234375e+00,8.690665364265441895e-01,1.000000000000000000e+00
4.699673652648925781e-01,5.200451612472534180e-01,1.142321228981018066e+00,4.233428239822387695e-01,3.920738119632005692e-03,4.707694947719573975e-01,1.160524129867553711e+00,-1.448527216911315918e+00,2.173076152801513672e+00,5.266543626785278320e-01,-1.882474753074347973e-03,-4.126061499118804932e-02,2.214872121810913086e+00,4.476587772369384766e-01,1.607672095298767090e+00,-1.283857464790344238e+00,0.000000000000000000e+00,7.552924156188964844e-01,1.778449773788452148e+00,9.875820875167846680e-01,0.000000000000000000e+00,5.823007225990295410e-01,8.299038410186767578e-01,9.868701100349426270e-01,6.940340399742126465e-01,8.345864415168762207e-01,6.468117237091064453e-01,5.742770433425903320e-01,0.000000000000000000e+00
1.429117918014526367e+00,-1.535028815269470215e+00,6.440556645393371582e-01,7.431077957153320312e-01,1.264320373535156250e+00,1.109546661376953125e+00,-7.129909992218017578e-01,7.441325783729553223e-01,2.173076152801513672e+00,1.501021504402160645e+00,-5.895635485649108887e-01,-1.022202372550964355e+00,1.107436060905456543e+00,2.065131187438964844e+00,1.485434323549270630e-01,-7.707272171974182129e-01,0.000000000000000000e+00,5.632441043853759766e-01,4.534459114074707031e-02,-1.360911369323730469e+00,0.000000000000000000e+00,7.023395895957946777e-01,7.705956101417541504e-01,9.942296147346496582e-01,1.005203604698181152e+00,1.901419401168823242e+00,1.269099712371826172e+00,1.299786090850830078e+00,0.000000000000000000e+00
1.105008959770202637e+00,3.213555514812469482e-01,1.522401213645935059e+00,8.828076124191284180e-01,-1.205349326133728027e+00,6.814661026000976562e-01,-1.070463895797729492e+00,-9.218706488609313965e-01,0.000000000000000000e+00,8.008721470832824707e-01,1.020974040031433105e+00,9.714065194129943848e-01,2.214872121810913086e+00,5.967612862586975098e-01,-3.502728641033172607e-01,6.311942934989929199e-01,0.000000000000000000e+00,4.799988865852355957e-01,-3.735655248165130615e-01,1.130406111478805542e-01,0.000000000000000000e+00,7.558564543724060059e-01,1.361057043075561523e+00,9.866096973419189453e-01,8.380846381187438965e-01,1.133295178413391113e+00,8.722448945045471191e-01,8.084865212440490723e-01,1.000000000000000000e+00
1.016798496246337891e+00,-2.732528187334537506e-02,1.395892858505249023e+00,1.225794315338134766e+00,-1.021675705909729004e+00,9.622421860694885254e-01,-8.724179863929748535e-01,-6.263886094093322754e-01,0.000000000000000000e+00,1.275528311729431152e+00,-5.045115947723388672e-02,-1.578696846961975098e+00,2.214872121810913086e+00,9.922605752944946289e-01,-6.445477157831192017e-02,-4.734975099563598633e-02,0.000000000000000000e+00,4.266927540302276611e-01,1.391186833381652832e+00,1.726724982261657715e+00,0.000000000000000000e+00,1.002217292785644531e+00,1.088780045509338379e+00,1.270624518394470215e+00,7.563437819480895996e-01,7.394866347312927246e-01,7.101122140884399414e-01,6.867302060127258301e-01,1.000000000000000000e+00
3.458871841430664062e-01,-8.172139525413513184e-01,-1.704222798347473145e+00,9.943963289260864258e-01,9.153995513916015625e-01,9.672805666923522949e-01,6.564970016479492188e-01,-7.572211623191833496e-01,0.000000000000000000e+00,1.163474321365356445e+00,4.459207653999328613e-01,8.598857522010803223e-01,2.214872121810913086e+00,1.323306798934936523e+00,-4.640538990497589111e-01,2.279017567634582520e-01,0.000000000000000000e+00,1.025474309921264648e+00,-2.040877580642700195e+00,1.608528614044189453e+00,0.000000000000000000e+00,8.534757494926452637e-01,8.032243847846984863e-01,9.823662638664245605e-01,6.211147904396057129e-01,8.031093478202819824e-01,8.604336977005004883e-01,7.765687704086303711e-01,1.000000000000000000e+00
3.780967891216278076e-01,-1.032948419451713562e-01,3.455403149127960205e-01,1.172650814056396484e+00,-1.018711924552917480e+00,9.784566760063171387e-01,-9.427243471145629883e-01,2.806747853755950928e-01,0.000000000000000000e+00,1.257398247718811035e+00,-4.127735495567321777e-01,-1.311268925666809082e+00,0.000000000000000000e+00,4.176275432109832764e-01,7.392948269844055176e-01,1.565368652343750000e+00,1.274112224578857422e+00,4.327779412269592285e-01,2.192362785339355469e+00,9.132238030433654785e-01,0.000000000000000000e+00,8.846255540847778320e-01,9.579979777336120605e-01,9.915152788162231445e-01,7.231730222702026367e-01,2.858019173145294189e-01,6.896871924400329590e-01,6.912840008735656738e-01,0.000000000000000000e+00
1.061818718910217285e+00,8.833355307579040527e-01,-1.506692171096801758e+00,5.163208246231079102e-01,-2.778204977512359619e-01,8.620238900184631348e-01,5.931222438812255859e-01,4.569661617279052734e-01,2.173076152801513672e+00,1.278550028800964355e+00,-3.729472160339355469e-01,1.582828879356384277e+00,0.000000000000000000e+00,9.861138463020324707e-01,1.002356648445129395e+00,-5.621467232704162598e-01,1.274112224578857422e+00,7.572396397590637207e-01,-9.890218973159790039e-01,-1.477997779846191406e+00,0.000000000000000000e+00,9.053938984870910645e-01,7.550186514854431152e-01,9.869253635406494141e-01,6.235072016716003418e-01,9.585592150688171387e-01,7.187259793281555176e-01,6.307587623596191406e-01,0.000000000000000000e+00
3.720574975013732910e-01,6.252338290214538574e-01,1.214453101158142090e+00,1.310809612274169922e+00,-9.415550827980041504e-01,6.278758645057678223e-01,-1.154633522033691406e+00,-9.967113137245178223e-01,0.000000000000000000e+00,1.148743510246276855e+00,-8.751474022865295410e-01,6.157605648040771484e-01,2.214872121810913086e+00,5.006964206695556641e-01,-2.138001203536987305e+00,1.374539613723754883e+00,0.000000000000000000e+00,7.051504850387573242e-01,-2.336511909961700439e-01,4.176873266696929932e-01,3.101961374282836914e+00,1.059428691864013672e+00,8.701903820037841797e-01,9.869855642318725586e-01,1.625293731689453125e+00,2.937533557415008545e-01,1.029776334762573242e+00,1.176481008529663086e+00,0.000000000000000000e+00
8.971105813980102539e-01,-9.550309181213378906e-02,6.540431976318359375e-01,1.616272449493408203e+00,-4.359677135944366455e-01,1.148937702178955078e+00,-4.614725708961486816e-01,-1.304389595985412598e+00,0.000000000000000000e+00,1.354092121124267578e+00,-2.369548976421356201e-01,1.116217017173767090e+00,2.214872121810913086e+00,1.104658246040344238e+00,-6.770521402359008789e-01,1.446914523839950562e-01,2.548224449157714844e+00,1.001133680343627930e+00,-6.434001922607421875e-01,-7.022306919097900391e-01,0.000000000000000000e+00,8.838774561882019043e-01,1.126467466354370117e+00,1.386764407157897949e+00,1.210119366645812988e+00,1.050596714019775391e+00,1.005948662757873535e+00,9.634451866149902344e-01,1.000000000000000000e+00
2.827490568161010742e-01,-1.696707725524902344e+00,-1.557184457778930664e+00,1.559947252273559570e+00,-1.374246031045913696e-01,9.577534794807434082e-01,8.218653798103332520e-01,-1.134750723838806152e+00,1.086538076400756836e+00,1.411504149436950684e+00,1.255075097084045410e+00,1.110113859176635742e+00,0.000000000000000000e+00,6.691172719001770020e-01,-3.259605914354324341e-02,2.867037057876586914e-01,2.548224449157714844e+00,1.079023957252502441e+00,-1.545347809791564941e+00,1.332182526588439941e+00,0.000000000000000000e+00,3.726600170135498047e+00,2.045169591903686523e+00,9.894751906394958496e-01,1.449424982070922852e+00,1.054594516754150391e+00,1.528473615646362305e+00,1.390398859977722168e+00,0.000000000000000000e+00
1.315103411674499512e+00,9.037888050079345703e-01,-1.489491462707519531e+00,1.854062914848327637e+00,-2.096952199935913086e-01,1.747774004936218262e+00,7.198716998100280762e-01,2.834466695785522461e-01,0.000000000000000000e+00,1.691387534141540527e+00,-3.952887952327728271e-01,1.309852600097656250e+00,1.107436060905456543e+00,1.140836238861083984e+00,1.780619263648986816e+00,1.441107749938964844e+00,0.000000000000000000e+00,1.678535699844360352e+00,9.114986658096313477e-02,-4.441937804222106934e-01,0.000000000000000000e+00,1.149759173393249512e+00,1.517795205116271973e+00,1.978174209594726562e+00,1.954547286033630371e+00,7.166214585304260254e-01,1.363164067268371582e+00,1.375392198562622070e+00,0.000000000000000000e+00
5.296283364295959473e-01,-1.378219842910766602e+00,-1.329136490821838379e+00,6.694809198379516602e-01,4.073622822761535645e-01,1.129333734512329102e+00,3.435843586921691895e-01,1.224221587181091309e+00,2.173076152801513672e+00,1.085539937019348145e+00,3.332414329051971436e-01,-4.146610200405120850e-01,2.214872121810913086e+00,1.136972546577453613e+00,-1.527488827705383301e-01,-7.519117207266390324e-04,0.000000000000000000e+00,7.752518057823181152e-01,2.170709371566772461e+00,-1.383107781410217285e+00,0.000000000000000000e+00,6.624094843864440918e-01,1.161611676216125488e+00,9.872521162033081055e-01,1.522661805152893066e+00,1.622138977050781250e+00,1.481725454330444336e+00,1.145153880119323730e+00,1.000000000000000000e+00
1.366528868675231934e+00,8.667780160903930664e-01,-1.126612067222595215e+00,1.875812530517578125e+00,-6.867076158523559570e-01,4.667387902736663818e-01,-1.402190923690795898e+00,4.702711701393127441e-01,0.000000000000000000e+00,8.103148937225341797e-01,-7.799527645111083984e-01,1.478520870208740234e+00,2.214872121810913086e+00,1.573215961456298828e+00,-3.930545747280120850e-01,1.996102482080459595e-01,0.000000000000000000e+00,7.234060168266296387e-01,-8.873995393514633179e-02,1.130749344825744629e+00,3.101961374282836914e+00,8.986079096794128418e-01,9.302331209182739258e-01,9.891128540039062500e-01,8.864396214485168457e-01,3.250187635421752930e-01,9.197039008140563965e-01,8.770772218704223633e-01,0.000000000000000000e+00
9.765365123748779297e-01,-5.386588573455810547e-01,-9.257524013519287109e-01,1.432685613632202148e+00,1.499581694602966309e+00,1.235414981842041016e+00,-2.624363601207733154e-01,3.394385874271392822e-01,0.000000000000000000e+00,8.897600173950195312e-01,-1.018910646438598633e+00,-1.120962142944335938e+00,2.214872121810913086e+00,6.610386967658996582e-01,7.299278676509857178e-02,1.576463341712951660e+00,2.548224449157714844e+00,4.391065239906311035e-01,6.891170144081115723e-01,7.364185899496078491e-02,0.000000000000000000e+00,6.983815431594848633e-01,8.569563031196594238e-01,1.338323593139648438e+00,8.329105377197265625e-01,7.194784283638000488e-01,8.610197305679321289e-01,8.513400554656982422e-01,1.000000000000000000e+00
8.187826871871948242e-01,-5.552163720130920410e-01,-7.481967210769653320e-01,1.052551269531250000e+00,-1.710063368082046509e-01,1.624287486076354980e+00,-1.363572001457214355e+00,1.140510916709899902e+00,0.000000000000000000e+00,4.555188715457916260e-01,-1.241355180740356445e+00,-1.366197109222412109e+00,2.214872121810913086e+00,1.079193115234375000e+00,-2.093399047851562500e+00,-7.397688180208206177e-02,0.000000000000000000e+00,2.161455631256103516e+00,5.283999815583229065e-02,-7.499530911445617676e-01,3.101961374282836914e+00,9.474688768386840820e-01,8.992795348167419434e-01,9.923639297485351562e-01,6.254743933677673340e-01,8.007232546806335449e-01,1.135393142700195312e+00,1.101715683937072754e+00,0.000000000000000000e+00
4.020709693431854248e-01,-1.152259111404418945e+00,-4.430202543735504150e-01,1.233494281768798828e+00,1.612075805664062500e+00,7.407359480857849121e-01,1.028823494911193848e+00,-1.082085132598876953e+00,2.173076152801513672e+00,1.092968225479125977e+00,-9.713133573532104492e-01,6.840046644210815430e-01,2.214872121810913086e+00,1.146631717681884766e+00,-5.559890270233154297e-01,-3.625504672527313232e-02,0.000000000000000000e+00,7.781726717948913574e-01,-1.098954677581787109e+00,1.645707726478576660e+00,0.000000000000000000e+00,8.975873589515686035e-01,8.173210024833679199e-01,9.884311556816101074e-01,1.140524744987487793e+00,2.073437452316284180e+00,1.109055042266845703e+00,9.278749823570251465e-01,1.000000000000000000e+00
5.294452905654907227e-01,-4.480797946453094482e-01,-7.631779909133911133e-01,5.558632612228393555e-01,4.870921671390533447e-01,6.606712937355041504e-01,1.004067778587341309e+00,-6.058766841888427734e-01,0.000000000000000000e+00,7.865191698074340820e-01,-2.923232018947601318e-01,1.000257730484008789e+00,2.214872121810913086e+00,7.444588541984558105e-01,1.366456151008605957e+00,-1.310484647750854492e+00,0.000000000000000000e+00,1.055900216102600098e+00,5.933423042297363281e-01,2.789593040943145752e-01,3.101961374282836914e+00,8.097199797630310059e-01,7.901962399482727051e-01,9.847280979156494141e-01,8.006107211112976074e-01,6.608957052230834961e-01,8.043549656867980957e-01,9.788644313812255859e-01,1.000000000000000000e+00
6.222308874130249023e-01,-4.695070981979370117e-01,-1.011201024055480957e+00,6.456287503242492676e-01,1.682866811752319336e+00,1.447485566139221191e+00,-5.090036392211914062e-01,6.498887538909912109e-01,2.173076152801513672e+00,9.129263162612915039e-01,-5.876207947731018066e-01,-2.239646017551422119e-02,2.214872121810913086e+00,9.936655759811401367e-01,-2.056988954544067383e+00,-1.404235005378723145e+00,0.000000000000000000e+00,9.935879707336425781e-01,-9.873562455177307129e-01,-9.103227257728576660e-01,0.000000000000000000e+00,7.772177457809448242e-01,1.120640754699707031e+00,9.840096831321716309e-01,1.292705416679382324e+00,9.672897458076477051e-01,1.158084630966186523e+00,1.122949838638305664e+00,1.000000000000000000e+00
5.206608772277832031e-01,1.392721176147460938e+00,6.889994740486145020e-01,8.862813711166381836e-01,-5.669429302215576172e-01,6.653431653976440430e-01,1.240732789039611816e+00,-1.097053289413452148e+00,0.000000000000000000e+00,1.192557930946350098e+00,1.274502635002136230e+00,9.869417548179626465e-01,2.214872121810913086e+00,6.928262114524841309e-01,-6.961673498153686523e-01,-1.206194400787353516e+00,0.000000000000000000e+00,8.896530866622924805e-01,-2.478092014789581299e-01,5.780569314956665039e-01,3.101961374282836914e+00,7.895877957344055176e-01,8.937366008758544922e-01,9.879657030105590820e-01,9.346409440040588379e-01,8.968375325202941895e-01,8.491609096527099609e-01,8.180907368659973145e-01,0.000000000000000000e+00
1.038942575454711914e+00,1.068389654159545898e+00,1.524065732955932617e+00,4.871532320976257324e-01,-1.576137542724609375e+00,3.282286822795867920e-01,1.396198749542236328e+00,1.058463335037231445e+00,0.000000000000000000e+00,8.106926083564758301e-01,-2.651247382164001465e-01,-1.583296507596969604e-01,2.214872121810913086e+00,8.356063365936279297e-01,5.608860850334167480e-01,-2.836667895317077637e-01,0.000000000000000000e+00,9.400383830070495605e-01,2.210702747106552124e-01,4.648548662662506104e-01,3.101961374282836914e+00,9.611389040946960449e-01,8.867245316505432129e-01,9.988451600074768066e-01,7.062777876853942871e-01,4.712926149368286133e-01,6.784768700599670410e-01,6.525443196296691895e-01,1.000000000000000000e+00
4.959546625614166260e-01,-1.906111001968383789e+00,7.550279498100280762e-01,1.379529953002929688e+00,2.229769015684723854e-03,1.360825181007385254e+00,-3.456156849861145020e-01,-1.418036699295043945e+00,1.086538076400756836e+00,5.194777846336364746e-01,-1.878576278686523438e+00,1.259363174438476562e+00,0.000000000000000000e+00,3.686291873455047607e-01,1.336418032646179199e+00,6.139974594116210938e-01,0.000000000000000000e+00,6.844609379768371582e-01,2.785350978374481201e-01,-2.105757892131805420e-01,3.101961374282836914e+00,9.276538491249084473e-01,1.211570382118225098e+00,9.804440736770629883e-01,6.896386146545410156e-01,9.723857641220092773e-01,9.720497727394104004e-01,8.568891286849975586e-01,1.000000000000000000e+00
